Age,price_age,selling_price,km_driven,owner
10,278209.7113,160000,36000,First Owner
4,643706.7143,760000,49000,First Owner
5,507648.5144,300000,22000,First Owner
1,870222.1961,800000,24000,First Owner
2,823822.0285,680000,20000,First Owner
4,643706.7143,1300000,70000,First Owner
4,643706.7143,500000,60000,First Owner
5,507648.5144,3500000,35000,First Owner
12,179747.4918,145000,60000,First Owner
7,441215.578,300000,60000,First Owner
3,736892.2615,600000,60000,Second Owner
5,507648.5144,400000,70000,Second Owner
13,165466.0097,130000,135000,Second Owner
19,110666.6,45000,72539,Second Owner
3,736892.2615,641000,25000,First Owner
5,507648.5144,650000,50000,First Owner
5,507648.5144,495000,52328,First Owner
7,441215.578,324000,30000,First Owner
4,643706.7143,2100000,91505,First Owner
2,823822.0285,200000,35000,First Owner
5,507648.5144,320000,60000,First Owner
5,507648.5144,300000,20500,First Owner
7,441215.578,180000,200000,First Owner
12,179747.4918,500000,154000,Third Owner
9,298903.3151,305000,120000,Second Owner
5,507648.5144,800000,135000,First Owner
11,242653.8077,420000,100000,First Owner
3,736892.2615,875000,40000,First Owner
6,518887.0548,580000,70000,First Owner
9,298903.3151,350000,133000,Second Owner
16,125530.303,120000,110000,Second Owner
7,441215.578,150000,180000,Third Owner
7,441215.578,650000,120000,First Owner
10,278209.7113,225000,80000,Second Owner
6,518887.0548,400000,15000,First Owner
15,114381.1897,250000,70000,First Owner
12,179747.4918,120000,41723,Second Owner
10,278209.7113,250000,70000,First Owner
8,383616.7757,175000,20000,Second Owner
2,823822.0285,590000,26350,First Owner
5,507648.5144,225000,68745,First Owner
4,643706.7143,900000,47000,First Owner
3,736892.2615,375000,27289,First Owner
4,643706.7143,320000,24662,First Owner
7,441215.578,525000,37000,First Owner
6,518887.0548,650000,28245,First Owner
3,736892.2615,575000,27005,First Owner
6,518887.0548,355000,39227,First Owner
4,643706.7143,470000,31367,First Owner
12,179747.4918,221000,35008,First Owner
11,242653.8077,195000,27005,First Owner
16,125530.303,90000,100005,Second Owner
7,441215.578,580000,45264,First Owner
6,518887.0548,325000,39093,First Owner
7,441215.578,495000,45241,First Owner
6,518887.0548,290000,12000,First Owner
2,823822.0285,375000,2769,First Owner
9,298903.3151,211000,43128,First Owner
16,125530.303,70000,50000,Second Owner
10,278209.7113,225000,60000,Second Owner
6,518887.0548,420000,70000,Third Owner
5,507648.5144,280000,22255,First Owner
7,441215.578,400000,59213,First Owner
5,507648.5144,850000,55000,First Owner
9,298903.3151,550000,80000,First Owner
2,823822.0285,1000000,40000,First Owner
6,518887.0548,350000,170000,First Owner
9,298903.3151,350000,170000,Second Owner
13,165466.0097,170000,70000,Third Owner
14,153494.2184,45000,120000,Second Owner
7,441215.578,430000,70000,Third Owner
5,507648.5144,830000,70000,First Owner
11,242653.8077,409999,110000,Second Owner
8,383616.7757,190000,80000,Third Owner
13,165466.0097,200000,80000,Second Owner
14,153494.2184,120000,110000,Second Owner
1,870222.1961,850000,50000,First Owner
7,441215.578,213000,80000,First Owner
2,823822.0285,660000,25000,First Owner
3,736892.2615,415000,48965,First Owner
8,383616.7757,650000,76290,First Owner
4,643706.7143,969999,70000,Second Owner
4,643706.7143,1250000,35000,First Owner
3,736892.2615,715000,25000,First Owner
4,643706.7143,565000,47000,First Owner
7,441215.578,615000,45766,Second Owner
13,165466.0097,199000,78771,Second Owner
10,278209.7113,325000,79357,First Owner
8,383616.7757,409999,28000,First Owner
8,383616.7757,500000,72000,Second Owner
9,298903.3151,225000,76736,Second Owner
13,165466.0097,135000,70000,Second Owner
8,383616.7757,750000,80000,Second Owner
8,383616.7757,335000,77000,Third Owner
13,165466.0097,699000,101849,Second Owner
8,383616.7757,300000,80000,First Owner
6,518887.0548,700000,70000,Second Owner
3,736892.2615,700000,120000,First Owner
7,441215.578,210000,42000,Third Owner
8,383616.7757,600000,120000,Third Owner
8,383616.7757,180000,155836,Second Owner
9,298903.3151,220000,59000,Second Owner
11,242653.8077,70000,60000,First Owner
2,823822.0285,950000,70000,Second Owner
6,518887.0548,800000,20000,First Owner
8,383616.7757,700000,120000,Third Owner
4,643706.7143,265000,40000,First Owner
9,298903.3151,175000,90000,Third Owner
8,383616.7757,260000,89000,Second Owner
7,441215.578,950000,80000,Third Owner
5,507648.5144,630000,50000,First Owner
8,383616.7757,35000,35000,Third Owner
6,518887.0548,330000,200000,Third Owner
11,242653.8077,150000,120000,First Owner
12,179747.4918,105000,90000,First Owner
7,441215.578,185000,65000,First Owner
6,518887.0548,260000,50000,First Owner
8,383616.7757,450000,33000,First Owner
4,643706.7143,500000,38000,First Owner
8,383616.7757,260000,40000,First Owner
8,383616.7757,265000,55000,Second Owner
3,736892.2615,800000,26000,Second Owner
4,643706.7143,869999,80000,First Owner
2,823822.0285,690000,40000,First Owner
9,298903.3151,825000,120000,First Owner
14,153494.2184,160000,63230,Second Owner
14,153494.2184,300000,120000,Second Owner
15,114381.1897,100000,100000,Third Owner
5,507648.5144,530000,77000,Second Owner
4,643706.7143,360000,30000,First Owner
5,507648.5144,220000,40000,First Owner
3,736892.2615,178000,35000,First Owner
2,823822.0285,515000,5000,First Owner
6,518887.0548,300000,35000,First Owner
8,383616.7757,150000,80000,Second Owner
3,736892.2615,750000,15000,First Owner
8,383616.7757,950000,80000,First Owner
14,153494.2184,90000,40000,Second Owner
12,179747.4918,65000,110000,Third Owner
8,383616.7757,312000,90000,Second Owner
2,823822.0285,700000,25000,First Owner
15,114381.1897,150000,47000,First Owner
7,441215.578,450000,60000,First Owner
10,278209.7113,229999,120000,Second Owner
12,179747.4918,111000,120000,First Owner
8,383616.7757,250000,140000,Second Owner
1,870222.1961,750000,1001,First Owner
3,736892.2615,774000,1758,First Owner
2,823822.0285,711000,1452,First Owner
3,736892.2615,600000,35122,First Owner
5,507648.5144,455000,92621,First Owner
5,507648.5144,225000,92198,Second Owner
1,870222.1961,650000,5000,First Owner
7,441215.578,200000,50000,First Owner
4,643706.7143,875000,74000,First Owner
3,736892.2615,750000,40000,First Owner
1,870222.1961,725000,22000,First Owner
13,165466.0097,100000,100000,Second Owner
1,870222.1961,1100000,40000,First Owner
3,736892.2615,2700000,30000,First Owner
4,643706.7143,280000,23000,First Owner
11,242653.8077,150000,30000,First Owner
10,278209.7113,200000,50000,First Owner
10,278209.7113,148000,100000,Second Owner
9,298903.3151,254999,70000,Second Owner
7,441215.578,360000,60000,Second Owner
14,153494.2184,95000,90000,Second Owner
13,165466.0097,185000,230000,Second Owner
8,383616.7757,185000,40000,First Owner
1,870222.1961,300000,15000,First Owner
2,823822.0285,800000,40000,First Owner
20,76300,60000,50000,First Owner
10,278209.7113,80000,50000,Second Owner
2,823822.0285,500000,8000,First Owner
7,441215.578,250000,35000,First Owner
10,278209.7113,250000,80000,First Owner
15,114381.1897,125000,50000,Second Owner
10,278209.7113,480000,90000,First Owner
2,823822.0285,320000,30000,Second Owner
10,278209.7113,130000,70000,Second Owner
14,153494.2184,57000,80000,Second Owner
15,114381.1897,75000,60000,First Owner
17,78315.78947,60000,35000,First Owner
12,179747.4918,125000,70000,First Owner
16,125530.303,105000,100000,Third Owner
22,223500,69000,70000,Second Owner
8,383616.7757,130000,90000,Second Owner
1,870222.1961,630000,40000,First Owner
4,643706.7143,330000,50000,Second Owner
6,518887.0548,340000,15000,Second Owner
14,153494.2184,60000,120000,Third Owner
6,518887.0548,550000,78322,First Owner
6,518887.0548,480000,110000,Second Owner
7,441215.578,315000,80000,Second Owner
8,383616.7757,165000,120000,First Owner
4,643706.7143,170000,125000,First Owner
2,823822.0285,550000,8000,First Owner
2,823822.0285,465000,13000,First Owner
8,383616.7757,120000,80000,Third Owner
12,179747.4918,220000,54309,First Owner
9,298903.3151,180000,70000,Second Owner
14,153494.2184,150000,34600,Third Owner
4,643706.7143,520000,25000,First Owner
7,441215.578,430000,80000,Third Owner
11,242653.8077,300000,55000,Second Owner
0,779843.75,1000000,5000,First Owner
3,736892.2615,725000,30000,First Owner
9,298903.3151,500000,31000,First Owner
9,298903.3151,250000,50000,First Owner
2,823822.0285,700000,38217,First Owner
9,298903.3151,185000,50000,Third Owner
9,298903.3151,200000,120000,First Owner
16,125530.303,315000,110000,Third Owner
1,870222.1961,1700000,10000,First Owner
4,643706.7143,370000,60000,First Owner
12,179747.4918,400000,35000,Second Owner
6,518887.0548,200000,100000,First Owner
4,643706.7143,284000,40000,Second Owner
13,165466.0097,80000,60000,Third Owner
6,518887.0548,170000,77000,First Owner
9,298903.3151,150000,60000,First Owner
10,278209.7113,110000,77073,Second Owner
4,643706.7143,400000,70000,First Owner
7,441215.578,800000,186000,Third Owner
6,518887.0548,550000,90000,First Owner
13,165466.0097,125000,100000,Second Owner
10,278209.7113,135000,80000,Second Owner
8,383616.7757,349000,150000,First Owner
6,518887.0548,458000,80000,First Owner
2,823822.0285,300000,35000,First Owner
12,179747.4918,95000,70000,First Owner
2,823822.0285,850000,50000,First Owner
1,870222.1961,750000,25000,First Owner
7,441215.578,190000,120000,First Owner
11,242653.8077,150000,70000,First Owner
11,242653.8077,114999,106000,Third Owner
10,278209.7113,320000,120000,Third Owner
1,870222.1961,300000,120000,First Owner
4,643706.7143,275000,160000,First Owner
10,278209.7113,140000,120000,Second Owner
0,779843.75,830000,10000,First Owner
7,441215.578,380000,50000,First Owner
10,278209.7113,150000,90000,Second Owner
12,179747.4918,50000,70000,First Owner
12,179747.4918,155000,100000,First Owner
10,278209.7113,300000,80000,First Owner
2,823822.0285,300000,16584,First Owner
4,643706.7143,385000,38000,First Owner
10,278209.7113,221000,51000,First Owner
4,643706.7143,381000,38000,First Owner
5,507648.5144,250999,35000,First Owner
18,88571.42857,60000,120000,Third Owner
4,643706.7143,380000,38000,First Owner
12,179747.4918,180000,144000,Third Owner
3,736892.2615,751000,64000,First Owner
5,507648.5144,1250000,60000,First Owner
6,518887.0548,229999,65000,First Owner
1,870222.1961,1250000,24000,First Owner
6,518887.0548,782000,58000,Second Owner
6,518887.0548,780000,58000,Second Owner
4,643706.7143,245000,68000,First Owner
9,298903.3151,321000,81257,First Owner
3,736892.2615,509999,44000,First Owner
5,507648.5144,110000,45000,First Owner
7,441215.578,400000,75000,First Owner
7,441215.578,370000,90000,First Owner
13,165466.0097,175000,80000,Second Owner
22,223500,1000000,35000,Second Owner
7,441215.578,92800,25000,Second Owner
6,518887.0548,291000,90000,First Owner
7,441215.578,335000,110000,Third Owner
7,441215.578,170000,35000,First Owner
1,870222.1961,295000,10000,First Owner
1,870222.1961,375000,10000,First Owner
8,383616.7757,215000,70000,Second Owner
11,242653.8077,150000,110000,Second Owner
17,78315.78947,60000,5000,Second Owner
4,643706.7143,450000,50000,Second Owner
2,823822.0285,1150000,58000,First Owner
2,823822.0285,650000,15000,First Owner
5,507648.5144,300000,60000,Second Owner
5,507648.5144,73000,57000,First Owner
5,507648.5144,400000,87000,Third Owner
3,736892.2615,300000,70000,First Owner
8,383616.7757,300000,30000,Second Owner
8,383616.7757,450000,80000,First Owner
11,242653.8077,200000,100000,Second Owner
1,870222.1961,580000,40000,First Owner
3,736892.2615,550000,3917,First Owner
13,165466.0097,190000,160000,Second Owner
3,736892.2615,450000,35000,First Owner
6,518887.0548,220000,70000,First Owner
8,383616.7757,310000,69069,First Owner
1,870222.1961,650000,13500,First Owner
6,518887.0548,300000,59059,First Owner
7,441215.578,200000,70000,First Owner
8,383616.7757,285000,39039,First Owner
6,518887.0548,335000,33033,First Owner
9,298903.3151,370000,55168,Second Owner
7,441215.578,375000,41041,First Owner
11,242653.8077,235000,67067,First Owner
7,441215.578,345000,66066,First Owner
7,441215.578,365000,82082,First Owner
6,518887.0548,400000,48000,First Owner
8,383616.7757,465000,70070,First Owner
3,736892.2615,300000,10000,First Owner
2,823822.0285,655000,25000,First Owner
4,643706.7143,350000,30000,Second Owner
5,507648.5144,500000,50000,First Owner
5,507648.5144,465000,63063,First Owner
12,179747.4918,263000,70000,First Owner
8,383616.7757,250000,90000,First Owner
15,114381.1897,70000,90000,Third Owner
3,736892.2615,650000,140000,First Owner
6,518887.0548,370000,80000,Second Owner
4,643706.7143,509999,40000,First Owner
9,298903.3151,280000,33000,First Owner
10,278209.7113,180000,40000,First Owner
3,736892.2615,650000,6000,First Owner
10,278209.7113,200000,78000,Second Owner
9,298903.3151,210000,72000,Third Owner
9,298903.3151,75000,9528,First Owner
9,298903.3151,450000,135200,First Owner
9,298903.3151,220000,58000,Second Owner
7,441215.578,325000,78000,Second Owner
2,823822.0285,450000,45000,First Owner
3,736892.2615,825000,35000,First Owner
13,165466.0097,125000,76000,Third Owner
5,507648.5144,434999,100000,Third Owner
9,298903.3151,484999,99000,Second Owner
11,242653.8077,175000,80000,Third Owner
14,153494.2184,220000,120000,Third Owner
0,779843.75,1250000,1100,First Owner
3,736892.2615,215000,34000,First Owner
6,518887.0548,625000,68000,First Owner
2,823822.0285,615000,15000,First Owner
8,383616.7757,130000,58000,First Owner
7,441215.578,175000,50300,First Owner
9,298903.3151,150000,70000,Second Owner
9,298903.3151,195000,60000,Third Owner
0,779843.75,550000,90000,First Owner
2,823822.0285,1500000,40000,First Owner
10,278209.7113,400000,80000,Second Owner
1,870222.1961,1350000,15000,First Owner
5,507648.5144,217000,45000,First Owner
9,298903.3151,290000,130000,Second Owner
2,823822.0285,700000,80000,First Owner
6,518887.0548,175000,40000,First Owner
3,736892.2615,575000,80000,First Owner
4,643706.7143,380000,100000,Second Owner
7,441215.578,350000,151624,Second Owner
8,383616.7757,450000,160000,First Owner
15,114381.1897,130000,110000,Second Owner
5,507648.5144,320000,74820,First Owner
6,518887.0548,550000,82000,First Owner
5,507648.5144,370000,50000,Second Owner
10,278209.7113,114999,70000,Second Owner
0,779843.75,1100000,1000,First Owner
14,153494.2184,170000,170000,First Owner
12,179747.4918,80000,150000,Third Owner
1,870222.1961,950000,17000,First Owner
6,518887.0548,425000,150000,First Owner
5,507648.5144,500000,80000,First Owner
15,114381.1897,70000,170000,Third Owner
7,441215.578,349000,120000,First Owner
8,383616.7757,330000,90000,Third Owner
10,278209.7113,120000,90000,Third Owner
7,441215.578,430000,100000,Second Owner
6,518887.0548,390000,90000,First Owner
8,383616.7757,225000,129000,First Owner
10,278209.7113,350000,186000,Second Owner
11,242653.8077,100000,66778,First Owner
6,518887.0548,190000,50000,First Owner
6,518887.0548,315000,110000,Second Owner
5,507648.5144,300000,60000,Second Owner
4,643706.7143,280000,40000,First Owner
2,823822.0285,539000,10000,First Owner
3,736892.2615,420000,50000,First Owner
19,110666.6,85000,70000,Third Owner
6,518887.0548,180000,76000,Second Owner
6,518887.0548,400000,120000,Second Owner
11,242653.8077,360000,170000,Third Owner
17,78315.78947,85000,110000,Second Owner
4,643706.7143,350000,63400,First Owner
5,507648.5144,380000,25000,First Owner
11,242653.8077,140000,80000,Third Owner
8,383616.7757,200000,90000,First Owner
9,298903.3151,150000,157000,First Owner
13,165466.0097,300000,100000,Second Owner
3,736892.2615,280000,50000,First Owner
9,298903.3151,200000,40000,First Owner
11,242653.8077,110000,38500,Second Owner
12,179747.4918,140000,103921,Second Owner
2,823822.0285,1150000,14825,First Owner
4,643706.7143,910000,43377,First Owner
10,278209.7113,160000,102307,First Owner
16,125530.303,105000,79000,Second Owner
7,441215.578,225000,80000,First Owner
18,88571.42857,145000,100000,First Owner
2,823822.0285,930000,20000,First Owner
12,179747.4918,110000,154000,Third Owner
3,736892.2615,650000,40000,First Owner
1,870222.1961,550000,51000,First Owner
12,179747.4918,85000,120000,Second Owner
4,643706.7143,509999,35000,First Owner
3,736892.2615,650000,70000,First Owner
9,298903.3151,140000,60000,Second Owner
9,298903.3151,150000,70000,First Owner
2,823822.0285,450000,10000,Second Owner
3,736892.2615,400000,60000,First Owner
8,383616.7757,250000,8000,First Owner
1,870222.1961,500000,10000,First Owner
18,88571.42857,85000,100000,Third Owner
8,383616.7757,300000,110000,First Owner
5,507648.5144,740000,45000,First Owner
15,114381.1897,70000,68500,First Owner
1,870222.1961,484999,5007,First Owner
7,441215.578,164000,30000,First Owner
12,179747.4918,140000,70000,First Owner
9,298903.3151,999000,49600,First Owner
15,114381.1897,56000,23000,Second Owner
14,153494.2184,1050000,30000,First Owner
10,278209.7113,190000,38000,First Owner
2,823822.0285,3899000,22000,First Owner
9,298903.3151,235000,43100,First Owner
3,736892.2615,350000,10171,First Owner
5,507648.5144,465000,41123,First Owner
3,736892.2615,1900000,20118,First Owner
6,518887.0548,450000,40000,First Owner
5,507648.5144,790000,52517,First Owner
1,870222.1961,900000,20000,First Owner
6,518887.0548,450000,99117,First Owner
11,242653.8077,135000,90000,First Owner
1,870222.1961,425000,3700,First Owner
10,278209.7113,100000,80000,First Owner
5,507648.5144,650000,100000,Second Owner
9,298903.3151,90000,54000,First Owner
3,736892.2615,250000,19000,First Owner
6,518887.0548,300000,120000,First Owner
6,518887.0548,275000,30000,First Owner
3,736892.2615,600000,43500,First Owner
4,643706.7143,270000,60000,Second Owner
4,643706.7143,350000,20000,First Owner
22,223500,65000,60000,Third Owner
5,507648.5144,650000,58000,First Owner
6,518887.0548,350000,40000,First Owner
15,114381.1897,75000,70000,Second Owner
8,383616.7757,440000,70000,First Owner
7,441215.578,270000,60000,First Owner
6,518887.0548,1150000,135000,First Owner
5,507648.5144,238000,70000,First Owner
7,441215.578,1100000,40000,Second Owner
5,507648.5144,1200000,75000,Second Owner
10,278209.7113,260000,150000,First Owner
8,383616.7757,350000,140000,Third Owner
5,507648.5144,480000,70000,First Owner
8,383616.7757,345000,137250,Second Owner
7,441215.578,500000,110000,Second Owner
3,736892.2615,595000,27000,First Owner
1,870222.1961,1295000,9000,First Owner
2,823822.0285,515000,16000,First Owner
8,383616.7757,325000,47000,First Owner
2,823822.0285,925000,22000,First Owner
3,736892.2615,844999,30000,First Owner
2,823822.0285,925000,20000,First Owner
12,179747.4918,650000,75000,Second Owner
10,278209.7113,175000,64000,First Owner
5,507648.5144,325000,80000,First Owner
2,823822.0285,700000,30000,First Owner
17,78315.78947,95000,120000,Second Owner
1,870222.1961,490000,20000,First Owner
7,441215.578,380000,100000,First Owner
2,823822.0285,550000,31000,First Owner
7,441215.578,225000,47000,First Owner
2,823822.0285,570000,11200,First Owner
2,823822.0285,305000,35000,First Owner
5,507648.5144,700000,55000,First Owner
2,823822.0285,288000,20000,First Owner
3,736892.2615,800000,75000,First Owner
3,736892.2615,430000,93000,First Owner
11,242653.8077,195000,57000,Second Owner
6,518887.0548,325000,30000,First Owner
7,441215.578,450000,73000,First Owner
4,643706.7143,630000,65000,First Owner
11,242653.8077,250000,62000,Second Owner
13,165466.0097,135000,85000,First Owner
10,278209.7113,110000,73000,First Owner
8,383616.7757,350000,55000,First Owner
4,643706.7143,240000,5800,Second Owner
11,242653.8077,350000,350000,First Owner
2,823822.0285,600000,30000,First Owner
2,823822.0285,750000,20000,First Owner
13,165466.0097,90000,100000,Second Owner
7,441215.578,350000,65000,First Owner
7,441215.578,285000,90000,Second Owner
9,298903.3151,665000,267000,Second Owner
15,114381.1897,175000,250000,Second Owner
9,298903.3151,350000,140000,Second Owner
2,823822.0285,1225000,22000,First Owner
10,278209.7113,285000,60000,Second Owner
2,823822.0285,1000000,28635,First Owner
2,823822.0285,780000,32114,First Owner
6,518887.0548,300000,82000,Second Owner
14,153494.2184,160000,95149,Second Owner
2,823822.0285,625000,68458,First Owner
10,278209.7113,265000,42000,First Owner
6,518887.0548,515000,90000,Second Owner
4,643706.7143,650000,100000,First Owner
3,736892.2615,650000,80000,First Owner
10,278209.7113,150000,105546,First Owner
2,823822.0285,500000,10000,First Owner
8,383616.7757,1000000,80000,Second Owner
7,441215.578,340000,35000,First Owner
7,441215.578,1010000,120000,First Owner
9,298903.3151,350000,120000,Third Owner
4,643706.7143,595000,70000,First Owner
6,518887.0548,700000,130000,Third Owner
1,870222.1961,265000,40000,First Owner
5,507648.5144,320000,60000,Second Owner
9,298903.3151,310000,110000,First Owner
6,518887.0548,700000,130000,First Owner
11,242653.8077,130000,80000,Second Owner
11,242653.8077,150000,120000,Second Owner
5,507648.5144,300000,104000,Second Owner
9,298903.3151,150000,100000,Second Owner
17,78315.78947,120000,132343,Second Owner
4,643706.7143,950000,90000,Second Owner
13,165466.0097,100000,60000,Second Owner
5,507648.5144,450000,76000,First Owner
16,125530.303,30000,60000,Third Owner
11,242653.8077,200000,30000,Second Owner
10,278209.7113,250000,96000,Second Owner
5,507648.5144,280000,26134,First Owner
9,298903.3151,260000,52895,First Owner
7,441215.578,550000,42324,Second Owner
4,643706.7143,1044999,65000,First Owner
8,383616.7757,550000,60236,First Owner
6,518887.0548,210000,70000,Second Owner
6,518887.0548,210000,70000,Third Owner
11,242653.8077,290000,100000,Second Owner
12,179747.4918,250999,110000,First Owner
1,870222.1961,600000,10300,First Owner
6,518887.0548,270000,120000,Second Owner
8,383616.7757,550000,142000,First Owner
3,736892.2615,800000,25000,First Owner
0,779843.75,500000,5000,First Owner
4,643706.7143,396000,28643,First Owner
6,518887.0548,600000,50000,First Owner
1,870222.1961,575000,30000,First Owner
0,779843.75,520000,5000,First Owner
2,823822.0285,1400000,30000,First Owner
2,823822.0285,600000,7600,First Owner
7,441215.578,195000,47253,First Owner
5,507648.5144,281000,4432,Second Owner
10,278209.7113,75000,110000,Second Owner
6,518887.0548,400000,25000,First Owner
11,242653.8077,93000,70000,Second Owner
4,643706.7143,560000,68523,First Owner
1,870222.1961,400000,5000,First Owner
2,823822.0285,459999,40000,First Owner
3,736892.2615,450000,43000,First Owner
10,278209.7113,88000,80251,Second Owner
10,278209.7113,250000,34500,Second Owner
20,76300,22000,42743,Third Owner
7,441215.578,130000,93900,Second Owner
16,125530.303,79000,80000,First Owner
8,383616.7757,120000,110000,First Owner
9,298903.3151,1700000,100000,Second Owner
8,383616.7757,300000,25000,First Owner
11,242653.8077,145000,25000,First Owner
1,870222.1961,3200000,20000,First Owner
7,441215.578,240000,10000,First Owner
2,823822.0285,700000,30000,First Owner
10,278209.7113,145000,110000,Second Owner
6,518887.0548,535000,80000,Second Owner
4,643706.7143,420000,21000,First Owner
5,507648.5144,550000,32000,First Owner
13,165466.0097,750000,180000,First Owner
8,383616.7757,198000,70000,Second Owner
7,441215.578,420000,50000,First Owner
16,125530.303,195000,120000,First Owner
8,383616.7757,150000,55766,Second Owner
9,298903.3151,275000,40000,Second Owner
19,110666.6,65000,60000,Third Owner
12,179747.4918,200000,50000,First Owner
10,278209.7113,250000,110000,Second Owner
7,441215.578,182000,100000,First Owner
19,110666.6,85000,86000,Second Owner
7,441215.578,400000,50000,First Owner
3,736892.2615,650000,20000,First Owner
10,278209.7113,400000,50000,First Owner
8,383616.7757,295000,80000,Second Owner
17,78315.78947,110000,120000,Third Owner
5,507648.5144,550000,113600,First Owner
12,179747.4918,190000,70000,Third Owner
2,823822.0285,861999,20000,First Owner
2,823822.0285,782000,14000,First Owner
2,823822.0285,836000,26000,First Owner
4,643706.7143,696000,138925,First Owner
4,643706.7143,596000,121764,First Owner
4,643706.7143,612000,105429,First Owner
5,507648.5144,114999,35000,First Owner
3,736892.2615,340000,60000,First Owner
0,779843.75,550000,5000,First Owner
12,179747.4918,114999,70000,Third Owner
20,76300,105000,80000,First Owner
1,870222.1961,890000,20000,First Owner
1,870222.1961,715000,8000,First Owner
6,518887.0548,525000,54000,Second Owner
6,518887.0548,475000,23122,Second Owner
8,383616.7757,349000,44500,Second Owner
3,736892.2615,825000,13599,First Owner
6,518887.0548,550000,100000,Second Owner
14,153494.2184,95000,110000,Third Owner
6,518887.0548,725000,90000,Second Owner
1,870222.1961,670000,17000,First Owner
12,179747.4918,65000,140000,First Owner
5,507648.5144,500000,50000,Second Owner
3,736892.2615,600000,53000,First Owner
3,736892.2615,350000,70000,Second Owner
8,383616.7757,150000,80000,First Owner
17,78315.78947,75000,110000,Second Owner
7,441215.578,350000,90000,Second Owner
2,823822.0285,1700000,15000,First Owner
9,298903.3151,890000,86000,Second Owner
6,518887.0548,500000,120000,First Owner
1,870222.1961,600000,5200,First Owner
10,278209.7113,99000,60000,Second Owner
9,298903.3151,235000,46000,First Owner
14,153494.2184,75000,40000,Second Owner
6,518887.0548,600000,90000,Second Owner
1,870222.1961,1000000,25000,Second Owner
8,383616.7757,390000,90000,First Owner
5,507648.5144,600000,70000,First Owner
3,736892.2615,600000,70000,Second Owner
1,870222.1961,730000,35000,Second Owner
3,736892.2615,450000,12700,First Owner
9,298903.3151,250000,80000,First Owner
2,823822.0285,1400000,20000,First Owner
2,823822.0285,300000,20000,First Owner
3,736892.2615,800000,19000,First Owner
11,242653.8077,125000,95000,Second Owner
8,383616.7757,295000,90000,First Owner
7,441215.578,650000,45839,First Owner
10,278209.7113,200000,74510,First Owner
11,242653.8077,130000,87293,First Owner
8,383616.7757,250000,156040,First Owner
16,125530.303,400000,93415,First Owner
3,736892.2615,430000,101159,First Owner
5,507648.5144,170000,80000,Second Owner
1,870222.1961,450000,12000,First Owner
7,441215.578,350000,90000,First Owner
9,298903.3151,130000,68519,First Owner
8,383616.7757,180000,55130,First Owner
6,518887.0548,475000,65239,First Owner
5,507648.5144,470000,58182,First Owner
8,383616.7757,200000,91245,First Owner
7,441215.578,650000,102989,First Owner
20,76300,100000,120000,First Owner
6,518887.0548,409999,90000,First Owner
2,823822.0285,640000,25000,First Owner
13,165466.0097,160000,80000,Second Owner
2,823822.0285,750000,70000,First Owner
18,88571.42857,150000,50000,Third Owner
12,179747.4918,80000,100000,Second Owner
4,643706.7143,240000,90000,Third Owner
15,114381.1897,60000,60000,Third Owner
13,165466.0097,70000,120000,Third Owner
12,179747.4918,285000,90000,Second Owner
5,507648.5144,350000,60000,Second Owner
5,507648.5144,699000,30000,Second Owner
9,298903.3151,275000,108000,Second Owner
8,383616.7757,350000,160000,Second Owner
14,153494.2184,135000,90000,Third Owner
10,278209.7113,325000,120000,Third Owner
8,383616.7757,650000,102000,Second Owner
11,242653.8077,300000,178000,Second Owner
6,518887.0548,1200000,200000,Second Owner
8,383616.7757,450000,60000,First Owner
1,870222.1961,425000,3000,First Owner
14,153494.2184,150000,75118,Second Owner
7,441215.578,290000,140000,Second Owner
6,518887.0548,335000,60000,Second Owner
15,114381.1897,20000,25000,Second Owner
8,383616.7757,220000,70000,Second Owner
15,114381.1897,61000,4637,Second Owner
4,643706.7143,620000,70000,First Owner
6,518887.0548,425000,100000,Second Owner
11,242653.8077,85000,120000,Second Owner
5,507648.5144,270000,40000,Second Owner
11,242653.8077,180000,220000,First Owner
3,736892.2615,450000,30000,First Owner
8,383616.7757,450000,42655,First Owner
3,736892.2615,250000,43000,Second Owner
8,383616.7757,725000,70000,First Owner
10,278209.7113,250000,55000,First Owner
10,278209.7113,99000,80000,Second Owner
3,736892.2615,350000,55000,First Owner
2,823822.0285,511000,70000,First Owner
8,383616.7757,300000,80000,First Owner
10,278209.7113,1100000,110000,First Owner
10,278209.7113,125000,60000,Third Owner
2,823822.0285,500000,30000,First Owner
7,441215.578,385000,80000,Second Owner
8,383616.7757,350000,90000,First Owner
17,78315.78947,60000,50000,First Owner
8,383616.7757,400000,70000,First Owner
6,518887.0548,550000,110000,First Owner
8,383616.7757,300000,80000,Second Owner
8,383616.7757,250000,156000,First Owner
8,383616.7757,800000,180000,First Owner
2,823822.0285,300000,25000,First Owner
16,125530.303,80000,120000,First Owner
0,779843.75,1200000,11000,First Owner
3,736892.2615,355000,40000,First Owner
5,507648.5144,520000,50000,First Owner
8,383616.7757,500000,26000,First Owner
12,179747.4918,114999,30000,First Owner
6,518887.0548,1800000,50000,First Owner
2,823822.0285,800000,20000,First Owner
12,179747.4918,105000,30000,Second Owner
9,298903.3151,135000,78000,First Owner
9,298903.3151,170000,40000,Second Owner
6,518887.0548,550000,100000,First Owner
11,242653.8077,250000,70000,Third Owner
